title,uri,raw_ec_thumbnails,raw_ec_shortdesc,raw_lcbo_tastingnotes,raw_lcbo_region_name,raw_country_of_manufacture,raw_lcbo_program,raw_created_at,raw_is_buyable,raw_ec_price,raw_ec_promo_price,raw_ec_final_price,raw_lcbo_unit_volume,raw_lcbo_alcohol_percent,raw_lcbo_sugar_gm_per_ltr,raw_lcbo_bottles_per_pack,raw_sysconcepts,raw_ec_category,raw_ec_category_filter,raw_lcbo_varietal_name,raw_stores_stock,raw_stores_stock_combined,raw_stores_low_stock_combined,raw_stores_low_stock,raw_out_of_stock,stores_inventory,raw_online_inventory,raw_avg_reviews,raw_ec_rating,weighted_rating,raw_view_rank_yearly,raw_view_rank_monthly,raw_sell_rank_yearly,raw_sell_rank_monthly
Kellerei Bozen Lagrein 2022,https://www.lcbo.com/en/kellerei-bozen-lagrein-2020-17637,https://aem.lcbo.com/content/dam/lcbo/products/0/1/7/6/017637.jpg.thumb.319.319.png,"Deeply coloured and very fruity on the nose, with appealing black cherry and plummy notes leading, the Bolzano cooperative delivers another solid value here from this native red variety. It's soft and low in tannins per the textbook profile, while acids are comfortably ripe. I like the plump, juicy fruit on the palate, ripe but still fresh, and the lingering finish. Nicely done. Chill lightly and ready to go or hold short term. Tasted June 2024. Score - 90. (John Szabo, MS, winealign.com)","Deeply coloured and very fruity on the nose, with appealing black cherry and plummy notes leading, the Bolzano cooperative delivers another solid value here from this native red variety. It's soft and low in tannins per the textbook profile, while acids are comfortably ripe. I like the plump, juicy fruit on the palate, ripe but still fresh, and the lingering finish. Nicely done. Chill lightly and ready to go or hold short term. Tasted June 2024. Score - 90. (John Szabo, MS, winealign.com)",Südtirol-Alto Adige,Italy,['Vintages'],1642639935000,true,26.95,N/A,26.95,750,13.0,6.0,1,ripe ; Nicely done ; lingering finish ; juicy fruit ; textbook profile ; red variety ; Bolzano cooperative ; notes leading ; black cherry,"['Deals', 'Events', 'Vintages', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Vintages|Recent Releases', 'Vintages|New Release Collection', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Vintages|High Scorers and Award Winners', 'Collections|Shop Red Wines by Price|$20 to $30', 'Deals|Aeroplan|Spend and Get on Italian products', 'Vintages|New Release Collection|Previous Releases ', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Lagrein,false,false,true,true,true,0,0,1,4.0,4.539488403311208,10471,9331,N/A,N/A
Kartuli Vazi Limited Edition Semi-Sweet Kindzmarauli 2022,https://www.lcbo.com/en/kartuli-vazi-limited-edition-semi-sweet-kindzmarauli-2019-260224,https://aem.lcbo.com/content/dam/lcbo/products/2/6/0/2/260224.jpg.thumb.319.319.png,"This 100% Saperavi has won itself a loyal and growing following within the Vintages community. The wine is crafted to reflect an elegant, lush character founded on complex ripe cherry, blueberry and plum accented by smoky, earthy undertones. Pair this beauty with salty cheeses or rich chocolate desserts.","This 100% Saperavi has won itself a loyal and growing following within the Vintages community. The wine is crafted to reflect an elegant, lush character founded on complex ripe cherry, blueberry and plum accented by smoky, earthy undertones. Pair this beauty with salty cheeses or rich chocolate desserts.",Kakheti,Georgia,['Vintages'],1642640180000,true,17.75,N/A,17.75,750,11.1,31.0,1,chocolate desserts ; salty cheeses ; earthy undertones ; ripe cherry ; character founded ; Vintages community ; beauty ; smoky,"['Vintages', 'Collections', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$20 to $30', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Saperavi,false,false,true,true,true,0,0,9,4.6,4.5965459177064885,3438,2611,4254,N/A
Lafazanis Geometria Agiorgitiko 2022,https://www.lcbo.com/en/lafazanis-geometria-agiorgitiko-35726,https://aem.lcbo.com/content/dam/lcbo/products/0/3/5/7/035726.jpg.thumb.319.319.png,"The most important grape of the Neméa PDO, Agiorgitiko (ah-your-YEE-tee-koh) is a bit of a chameleon, able to produce soft, fruity rosés, stunning dessert wines, and smooth, deep reds. This example from Lafazanis offers notes of freshly picked red berry and plum with distinct undertones of black licorice and ground nutmeg.","The most important grape of the Neméa PDO, Agiorgitiko (ah-your-YEE-tee-koh) is a bit of a chameleon, able to produce soft, fruity rosés, stunning dessert wines, and smooth, deep reds. This example from Lafazanis offers notes of freshly picked red berry and plum with distinct undertones of black licorice and ground nutmeg.",Peloponnese,Greece,['Vintages'],1711205076000,true,19.95,N/A,19.95,750,13.0,3.0,1,ground nutmeg ; black licorice ; distinct undertones ; red berry ; offers notes ; deep reds ; dessert wines ; fruity rosés ; ah-your-YEE-tee-koh,"['Vintages', 'Vintages|Recent Releases', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Agiorgitiko,false,false,true,true,true,0,0,1,5.0,4.630397494220299,9574,9005,5029,N/A
Louis M. Martini Sonoma County Cabernet Sauvignon,https://www.lcbo.com/en/louis-m-martini-sonoma-county-cabernet-sauvignon-292151,https://aem.lcbo.com/content/dam/lcbo/products/2/9/2/1/292151.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640225000,false,27.95,N/A,27.95,N/A,N/A,N/A,N/A,N/A,"['Deals', 'Vintages', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Deals|Vintages', 'Vintages|Wintry Reds', ""Collections|Father's Day"", 'Collections|Save on Wines', 'Vintages|Cabernet Sauvignon', 'Gift Shop|Fathers day gifts', 'Vintages|Summer Store Program', 'Gift Shop|Whisky & Wine Gifts', 'Vintages|Better-for-you Wines', 'Collections|Shop all Cali Wines', 'Vintages|Long weekend Essentials', 'Vintages|Red Essentials under $30', 'Vintages|Red Wine Gifts Under $30', 'Gift Shop|Whisky & Wine Gifts|Wine', 'Vintages|Red Essentials for the BBQ', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|California Wines Bonus Offer', 'Vintages|Summer Store Program|Wines under $30', 'Collections|Shop Red Wines by Price|$20 to $30', 'Gift Shop|Fathers day gifts|Fathers day wine gifts', ""Collections|Father's Day|Wine Gifts for Father’s Day"", 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,29,29,31,4.2,4.295960303327398,93,5081,456,N/A
Kew Vineyards Pinot Noir 2019,https://www.lcbo.com/en/kew-vineyards-pinot-noir-2016-520080,https://aem.lcbo.com/content/dam/lcbo/products/5/2/0/0/520080.jpg.thumb.319.319.png,"A youthful, savoury Pinot Noir from Kew Vineyard's gorgeous, historical estate vineyard. Expect a fresh, fruity Pinot Noir with a lithe texture, supple tannins and a long, mineral-focused finish, with hints of raspberry, white cherry, cassis, and freshly picked nettle.","A youthful, savoury Pinot Noir from Kew Vineyard's gorgeous, historical estate vineyard. Expect a fresh, fruity Pinot Noir with a lithe texture, supple tannins and a long, mineral-focused finish, with hints of raspberry, white cherry, cassis, and freshly picked nettle.",Ontario,Canada,['Vintages'],1642640637000,true,24.95,N/A,24.95,750,13.8,2.0,1,picked nettle ; white cherry ; mineral-focused finish ; supple tannins ; lithe texture ; Pinot Noir ; hints of raspberry ; cassis,"['Vintages', 'Collections', 'Collections|VQA', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|VQA|Ontario VQA Wines', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Pinot Noir,false,false,true,true,true,0,0,1,5.0,4.630397494220299,7299,6232,N/A,N/A
Kleinood Tamboerskloof Syrah 2017,https://www.lcbo.com/en/kleinood-tamboerskloof-syrah-2017-26063,https://aem.lcbo.com/content/dam/lcbo/products/0/2/6/0/026063.jpg.thumb.319.319.png,"Bright medium ruby colour, this handcrafted wine shows upfront aromas of violets and red cherries with cinnamon and pepper spice. Youthful and refreshing with fine-grained tannin on the juicy mid-palate. Elegant with good concentration, pair with peppercorn steak.  2021 Decanter World Wine Awards - 96 points.","Bright medium ruby colour, this handcrafted wine shows upfront aromas of violets and red cherries with cinnamon and pepper spice. Youthful and refreshing with fine-grained tannin on the juicy mid-palate. Elegant with good concentration, pair with peppercorn steak.  2021 Decanter World Wine Awards - 96 points.",Stellenbosch,South Africa,N/A,1683387440000,true,34.7,N/A,34.7,750,14.5,3.0,1,peppercorn steak ; juicy mid-palate ; fine-grained tannin ; pepper spice ; red cherries ; upfront aromas ; handcrafted wine ; ruby colour,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Destination Collection', 'Deals|Aeroplan|Wines of South Africa Bonus Offer', 'Collections|Destination Collection|Shop All Destination Collection', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],N/A,false,false,true,true,true,0,0,1,4.0,4.539488403311208,13965,8878,N/A,N/A
Josh Cellars Pinot Noir,https://www.lcbo.com/en/josh-cellars-pinot-noir-17150,https://aem.lcbo.com/content/dam/lcbo/products/0/1/7/1/017150.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,N/A,1642639914000,false,21.95,N/A,21.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Brand', 'Collections|Brand|Josh Cellars', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,30,30,24,4.5,4.527481542247744,299,3829,840,N/A
Kenwood Jack London Zinfandel 2021,https://www.lcbo.com/en/kenwood-jack-london-zinfandel-2021-39170,https://aem.lcbo.com/content/dam/lcbo/products/0/3/9/1/039170.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1736353172000,false,59.95,N/A,59.95,N/A,0.0,0.0,0,N/A,"['Collections', 'Collections|Shop all Cali Wines', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,24,24,1,5.0,4.630397494220299,3960,N/A,5505,N/A
Konzelmann Canada Red VQA,https://www.lcbo.com/en/konzelmann-canada-red-vqa-125260,https://aem.lcbo.com/content/dam/lcbo/products/1/2/5/2/125260.jpg.thumb.319.319.png,"Clear ruby red colour; fragrant herbs and red pear, spice and toast aromas; dry, medium body; forward berry fruit with spice, soft balanced acidity and fine moderate tannins.","Clear ruby red colour; fragrant herbs and red pear, spice and toast aromas; dry, medium body; forward berry fruit with spice, soft balanced acidity and fine moderate tannins.",Ontario,Canada,N/A,1642639738000,true,15.95,N/A,15.95,750,13.0,8.0,1,spice ; moderate tannins ; balanced acidity ; medium body ; toast aromas ; fragrant herbs ; berry ; dry,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Red Wines Under $20', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Collections|Ontario VQA Wines Under $20', 'Collections|Customer Favourites - VQA Wines', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Shop Red Wines by Price|$15 to $20', 'Deals|Aeroplan|Winter Online Exclusive Aeroplan Contest', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Blend,true,true,false,false,false,27,27,3,5.0,4.687259418186407,6368,4319,2759,1307
J. Lohr Los Osos Merlot,https://www.lcbo.com/en/j-lohr-los-osos-merlot-27516,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/5/027516.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640200000,false,22.95,N/A,22.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Vintages', 'Collections', 'Deals|Aeroplan', 'Vintages|Top Red Essentials', 'Vintages|Summer Store Program', 'Vintages|Get to Know Vintages', 'Vintages|Better-for-you Wines', 'Vintages|Vintages Wines on Sale', 'Vintages|Red Essentials under $30', 'Vintages|Red Wine Gifts Under $30', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|California Wines Bonus Offer', 'Vintages|Summer Store Program|Wines under $30', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,86,86,4,5.0,4.709598031173092,1325,3429,631,N/A
La Maldita Garnacha Red,https://www.lcbo.com/en/la-maldita-garnacha-red-22617,https://aem.lcbo.com/content/dam/lcbo/products/0/2/2/6/022617.jpg.thumb.319.319.png,"Made from Garnacha grapes aka Grenache grapes, this red is fresh and fruit-forward with aromas of strawberries, tart cherries and notes of spring flowers. The palate is fruit-forward and medium-bodied with vibrant acidity, finishing with silky tannins. Enjoy it with tapas, pizza and pasta.","Made from Garnacha grapes aka Grenache grapes, this red is fresh and fruit-forward with aromas of strawberries, tart cherries and notes of spring flowers. The palate is fruit-forward and medium-bodied with vibrant acidity, finishing with silky tannins. Enjoy it with tapas, pizza and pasta.",Rioja,Spain,N/A,1642640129000,false,14.05,N/A,14.05,750,14.0,2.0,1,fruit-forward ; grapes ; silky tannins ; vibrant acidity ; spring flowers ; tart cherries ; aromas of strawberries ; pasta,"['Events', 'Promotions', 'Promotions|LCBO', 'Events|Vintages Events', 'Events|Vintages Events|UGCB Event', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Promotions|LCBO|Special Occasion Products']",['Products|Wine|Red Wine'],Garnacha,false,false,true,true,true,0,0,2,4.0,4.494531036368608,8302,6072,N/A,N/A
L'Avenir Single Block Pinotage 2019,https://www.lcbo.com/en/l-avenir-single-block-pinotage-32667,https://aem.lcbo.com/content/dam/lcbo/products/0/3/2/6/032667.jpg.thumb.319.319.png,"Attractive aromas of blackberries, black cherries, chocolate, leather, tar and overturned earth. Full-bodied with plush tannins and velvety texture. Impressive tension and concentration yet shows soft and delicious. Lingering chocolaty finish with hints of sweet tobacco. Sustainable. Drink or hold. Ranked #20 in James Suckling's Top 100 Wines of South Africa 2022. Score - 94. (jamessuckling.com, Dec. 22, 2022)","Attractive aromas of blackberries, black cherries, chocolate, leather, tar and overturned earth. Full-bodied with plush tannins and velvety texture. Impressive tension and concentration yet shows soft and delicious. Lingering chocolaty finish with hints of sweet tobacco. Sustainable. Drink or hold. Ranked #20 in James Suckling's Top 100 Wines of South Africa 2022. Score - 94. (jamessuckling.com, Dec. 22, 2022)",Stellenbosch,South Africa,['Vintages'],1696342044000,true,71.0,N/A,71.0,750,14.5,3.0,1,sweet tobacco ; Lingering chocolaty ; shows soft ; Impressive tension ; velvety texture ; plush tannins ; hold ; Drink,"['Deals', 'Vintages', 'Deals|Aeroplan', 'Vintages|Vintages Case Offer', 'Deals|Aeroplan|Wines of South Africa Bonus Offer', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Pinotage,false,false,true,true,false,0,0,1,4.0,4.539488403311208,10232,11286,8420,N/A
Mullineux Kloof Street 2022,https://www.lcbo.com/en/kloof-street-2016-460964,https://aem.lcbo.com/content/dam/lcbo/products/4/6/0/9/460964.jpg.thumb.319.319.png,"'Almost too good,' mused Chris Mullineux when he poured this wine and I know what hemeans. Combining Syrah, 30% Grenache, 17% Tinta Barocca and 10% Cinsault, it massively over-delivers at its price point, with perfumed 30% whole bunches, bramble, red cherry and white pepper flavours and some granitic grip and freshness. Almost impossible to beat at the price. Drink date: 2024-2029. Best Value Red of the Year. Score - 93. (timatkin.com, South Africa Special Report 2024)","'Almost too good,' mused Chris Mullineux when he poured this wine and I know what hemeans. Combining Syrah, 30% Grenache, 17% Tinta Barocca and 10% Cinsault, it massively over-delivers at its price point, with perfumed 30% whole bunches, bramble, red cherry and white pepper flavours and some granitic grip and freshness. Almost impossible to beat at the price. Drink date: 2024-2029. Best Value Red of the Year. Score - 93. (timatkin.com, South Africa Special Report 2024)",Swartland,South Africa,['Vintages'],1642640518000,true,24.95,N/A,24.95,750,13.9,4.0,1,price ; granitic grip ; pepper flavours ; massively over-delivers ; Tinta Barocca ; Combining Syrah ; Chris Mullineux ; Drink,"['Vintages', 'Collections', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Vintages|New Release Collection|February 1 2025', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Syrah Blend,false,false,true,true,true,0,0,1,5.0,4.630397494220299,961,7999,1883,2702
Josh Cellars Cabernet Sauvignon,https://www.lcbo.com/en/josh-cellars-cabernet-sauvignon-461053,https://aem.lcbo.com/content/dam/lcbo/products/4/6/1/0/461053.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,N/A,1642640518000,false,21.95,19.95,19.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Collections|Brand', 'Collections|Top Picks', 'Collections|Top Sellers', 'Collections|Cozy Sippers', 'Collections|Top 10 wines', 'Collections|Lunar New Year', 'Gift Shop|Corporate Gifts ', 'Collections|Red Wines for Dad', 'Collections|Brand|Josh Cellars', 'Collections|Top Picks|Red Wine', 'Collections|Top Hits of Summer', 'Collections|Shop all Cali Wines', 'Collections|Red Wine Best Sellers', 'Collections|Value Wines Under $20', 'Collections|Shop Red Wines by Price', 'Gift Shop|Gifts to Suit Every Budget', 'Gift Shop|Corporate Gifts |Popular Gifts', 'Collections|Gifts for Summer Celebrations', 'Collections|Top 10 wines|Top 10 Red Wines', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Same-Day Pickup Wines for Parties', 'Collections|Shop Red Wines by Price|$15 to $20', 'Collections|Lunar New Year|Lunar New Year Wines', 'Collections|Top Hits of Summer|Top Wines of Summer', 'Collections|Free Shipping Mix and Match Californian Wines', 'Collections|Lunar New Year|Lunar New Year Wines|Red Wines', 'Collections|Gifts for Summer Celebrations|Pairings for Beef', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,787,787,161,4.5,4.505464166294873,31,162,82,N/A
